panel	genome_id	original_expected_class	curated_benchmark_class	biological_category	curation_basis	evidence_source	manual_review_required	affects_freeze_metric
internal_1103	Envir20_Prosthecochloris_aestuarii_DSM_271_DSM_271	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir21_Thermotoga_maritima_ZB	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir22_Hydrogenivirga_okinawensis_JCM_13302	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir23_Thermotoga_maritima_MSB8_MSB8	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir24_Petrotoga_mobilis_SJ95_SJ95	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir25_Fervidobacterium_islandicum_H-21	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir26_Mesotoga_infera_MESINF1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir27_Fervidobacterium_pennivorans_DSM_9078_DSM_9078	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir28_Sulfurihydrogenibium_sp_YO3AOP1_YO3AOP1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir29_Thermosipho_africanus_TCF52B_TCF52B	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir2_Pseudothermotoga_elfii_DSM_9442_NBRC_107921_NBRC_107921	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir30_Thermotoga_maritima_MSB8_MSB8	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir31_Fervidobacterium_ngatamarikiense_DYC	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir32_Fervidobacterium_islandicum_AW-1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir33_Pseudothermotoga_hypogea_DSM_11164_NBRC_106472_NBRC_106472	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir34_Thermotoga_petrophila_RKU-1_RKU-1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir35_Mesotoga_infera_JCM_18154	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir36_Prosthecochloris_sp_CIB_2401_CIB2401	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir37_Persephonella_marina_EX-H1_EX-H1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir38_Caldisericum_exile_AZM16c01_AZM16c01	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir39_Fervidobacterium_pennivorans_subsp_shakshaketiis_GSH	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir3_Pseudothermotoga_lettingae_TMO_TMO	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir40_Fervidobacterium_thailandense_FC2004	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir41_Fervidobacterium_pennivorans_subsp_carthaginiensis_DSM_21710	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir42_Chlorobium_limicola_DSM_245_DSM_245	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir43_Aquifex_aeolicus_VF5_VF5	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir44_Thermotoga_neapolitana_DSM_4359_DSM_4359	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir45_Thermotoga_maritima_MSB8_MSB8	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir46_Pseudothermotoga_hypogea_DSM_11164_NBRC_106472_DSM_11164	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir47_Pelodictyon_phaeoclathratiforme_BU-1_BU-1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir48_Fervidobacterium_pennivorans_subsp_keratinolyticus_T	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir49_Pelodictyon_luteolum_DSM_273_DSM_273	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir4_Pseudothermotoga_thermarum_DSM_5069_DSM_5069	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir50_Pseudothermotoga_caldifontis_AZM44c09_AZM44c09	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir51_Hydrogenobacter_thermophilus_TK-6_TK-6	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir52_Hydrogenobacter_thermophilus_TK-6_TK-6	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir53_Defluviitoga_tunisiensis_L3	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir54_Thermocrinis_ruber_DSM_23557	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir55_Thermotoga_profunda_AZM34c06_AZM34c06	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir56_Thermotoga_maritima_MSB8_MSB8	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir57_Dictyoglomus_turgidum_DSM_6724_DSM_6724	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir58_Dictyoglomus_thermophilum_GBS	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir59_Defluviitoga_tunisiensis_JCM_17210	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir5_Sulfurihydrogenibium_azorense_Az-Fu1_Az-Fu1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir60_Hydrogenobaculum_sp_3684_3684	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir61_Prosthecochloris_sp_SCSIO_W1101_SCSIO_W1101	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir62_Marinitoga_aeolica_BP5-C20A	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir63_Hydrogenobaculum_sp_SN_SN	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir64_Hydrogenobaculum_sp_SHO_SHO	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir65_Chlorobium_phaeobacteroides_DSM_266_DSM_266	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir66_Kosmotoga_pacifica_SLHLJ1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir67_Thermotoga_maritima_Tma100	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir68_Dictyoglomus_thermophilum_H-6-12_H-6-12_ATCC_35947	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir69_Hydrogenobaculum_sp_HO_HO	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir6_Thermovibrio_ammonificans_HB-1_HB-1	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir70_Chlorobaculum_limnaeum_DSM_1677	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir71_Marinitoga_sp_1137_1137	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir72_Thermosipho_melanesiensis_BI429_BI429	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir73_Thermosipho_melanesiensis_431	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir74_Marinitoga_okinawensis_JCM_13303	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir75_Marinitoga_piezophila_KA3_KA3	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir76_Thermotoga_sp_Cell2_Cell2	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir77_Thermotoga_maritima_Tma200	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir78_Thermotoga_sp_RQ2_RQ2	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir7_Prosthecochloris_sp_SCSIO_W1103_SCSIO_W1103	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir8_Chloroherpeton_thalassium_ATCC_35110_ATCC_35110	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Envir9_Thermotoga_petrophila_RKU-10_RKU-10	Environmental-comparator	Environmental-comparator	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path100_Listeria_monocytogenes_FSL_C1-0115	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path101_Listeria_monocytogenes_FSL_J1-0094	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path102_Listeria_monocytogenes_FSL_J1-0049	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path103_Listeria_monocytogenes_FSL_J1-0169	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path104_Salmonella_enterica_SH12-007	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path105_Salmonella_enterica_SH12-003	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path106_Salmonella_enterica_A3EZ223	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path107_Salmonella_enterica_SH13-006	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path108_Salmonella_enterica_SH13-004	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path109_Salmonella_enterica_SH14-009	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path10_Stenotrophomonas_maltophilia_DSM_14322	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path110_Salmonella_enterica_56-3991	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path111_Salmonella_enterica_70-1605	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path112_Salmonella_enterica_74-1357	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path113_Salmonella_enterica_77-2980	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path114_Salmonella_enterica_79-2359	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path115_Salmonella_enterica_81-1435	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path116_Salmonella_enterica_81-1706	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path117_Salmonella_enterica_92-0392	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path118_Salmonella_enterica_93-0639	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path119_Salmonella_enterica_95-0621	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path11_Streptococcus_difficilis_DSM_16828	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path120_Salmonella_enterica_49-2444	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path121_Salmonella_enterica_69-3861	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path122_Salmonella_enterica_81-1607	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path123_Salmonella_enterica_81-1705	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path124_Salmonella_enterica_AUSMDU00005056	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path12_Streptococcus_equinus_DSM_20062	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path13_Streptococcus_intermedius_DSM_20573	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path141_Salmonella_enterica_S3	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path142_Salmonella_enterica_22-SA00475-0	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path143_Salmonella_enterica_22-SA00476-0	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path144_Campylobacter_jejuni_LMG_11760	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path145_Campylobacter_jejuni_CCUG_22395	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path146_Campylobacter_jejuni_FDAARGOS_265	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path147_Campylobacter_jejuni_FDAARGOS_422	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path148_Campylobacter_jejuni_CJ067CC45	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path149_Campylobacter_jejuni_CJ515CC45	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path14_Streptococcus_pneumoniae_DSM_20566	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path150_Campylobacter_jejuni_CJ031CC45	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path151_Campylobacter_jejuni_CJ017CCUA	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path152_Campylobacter_jejuni_CJ513CC45	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path153_Campylobacter_jejuni_CJ088CC52	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path154_Campylobacter_jejuni_CJ518CC45	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path155_Escherichia_coli_ATCC_25922	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path156_Escherichia_coli_155	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path157_Escherichia_coli_272	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path158_Escherichia_coli_472	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path159_Escherichia_coli_350	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path15_Streptococcus_porcinus_DSM_20725	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path160_Escherichia_coli_319	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path161_Escherichia_coli_MDR_56	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path162_Escherichia_coli_FDAARGOS_403	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path163_Shigella_flexneri_83	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path16_Streptococcus_uberis_DSM_20569	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path177_Escherichia_coli_R13	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path178_Escherichia_coli_R12	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path179_Escherichia_coli_R11	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path17_Treponema_denticola_DSM_14222	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path180_Escherichia_coli_R10	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path181_Escherichia_coli_R9	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path182_Escherichia_coli_R8	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path183_Escherichia_coli_R7	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path184_Escherichia_coli_R6	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path185_Escherichia_coli_R4	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path186_Escherichia_coli_R3	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path187_Escherichia_coli_R2	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path188_Escherichia_coli_S14	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path189_Escherichia_coli_S13	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path18_Trueperella_pyogenes_DSM_20594	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path190_Escherichia_coli_S12	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path191_Escherichia_coli_S9	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path192_Escherichia_coli_S8	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path193_Escherichia_coli_S7	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path194_Escherichia_coli_S6	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path195_Escherichia_coli_S5	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path196_Escherichia_coli_S4	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path197_Escherichia_coli_S3	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path198_Escherichia_coli_S2	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path199_Escherichia_coli_R14	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path19_Aeromonas_hydrophila_DSM_30016	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
internal_1103	Path1_Acidaminococcus_fermentans_CCUG_9996	Pathogen-reference	Pathogen-reference	unchanged_original_reference_class	no_curated_label_change	historical_benchmark_label_retained	False	False
